NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
159,인천광역시 미추홀구 용현동,8*,8m미만,26.0,전세,202412,7,"5,700",0,2002.0,재넘이길,202501~202701,신규,-,,,단독다가구
160,인천광역시 미추홀구 용현동,1**,8m미만,25.0,월세,202412,6,300,50,2003.0,인주대로198번길,202501~202601,신규,-,,,단독다가구
161,인천광역시 미추홀구 용현동,8*,8m미만,27.0,월세,202412,4,100,25,2002.0,인하로120번길,202412~202512,신규,-,,,단독다가구
162,인천광역시 미추홀구 용현동,1**,12m미만,21.0,월세,202412,4,200,39,2002.0,인주대로224번길,202501~202601,신규,-,,,단독다가구
163,인천광역시 미추홀구 용현동,9*,12m미만,23.0,월세,202412,2,300,45,2001.0,인하로47번길,202501~202601,신규,-,,,단독다가구
164,인천광역시 미추홀구 용현동,4*,12m미만,33.0,월세,202412,1,300,30,2001.0,인하로134번길,202502~202601,신규,-,,,단독다가구
165,인천광역시 미추홀구 용현동,1**,25m이상,25.0,월세,202411,30,300,40,1997.0,인하로,-,-,-,,,단독다가구
166,인천광역시 미추홀구 용현동,6**,8m미만,32.03,전세,202411,30,"5,500",0,1999.0,토금남로27번길,202412~202612,신규,-,,,단독다가구
167,인천광역시 미추홀구 용현동,8*,25m이상,18.0,월세,202411,30,300,40,2017.0,인하로,202501~202601,신규,-,,,단독다가구
168,인천광역시 미추홀구 용현동,1**,12m미만,20.0,월세,202411,29,"3,000",20,1996.0,경인남길102번길,202502~202602,신규,-,,,단독다가구
169,인천광역시 미추홀구 용현동,1**,25m이상,18.0,월세,202411,29,300,45,2018.0,인하로,202501~202601,신규,-,,,단독다가구
170,인천광역시 미추홀구 용현동,1**,8m미만,25.0,월세,202411,29,500,54,2003.0,인주대로198번길,202501~202601,신규,-,,,단독다가구
171,인천광역시 미추홀구 용현동,6**,8m미만,32.03,월세,202411,27,0,45,1999.0,토금남로27번길,202412~202612,신규,-,,,단독다가구
172,인천광역시 미추홀구 용현동,7*,8m미만,25.0,월세,202411,27,300,50,2002.0,인하로91번길,202501~202601,신규,-,,,단독다가구
173,인천광역시 미추홀구 용현동,7*,8m미만,25.0,월세,202411,27,300,45,,인하로91번길,202501~202601,신규,-,,,단독다가구
174,인천광역시 미추홀구 용현동,6**,25m미만,28.49,전세,202411,27,"13,860",0,,용정공원로83번길,202501~202701,신규,-,,,단독다가구
175,인천광역시 미추홀구 용현동,7*,8m미만,24.0,월세,202411,26,300,39,2002.0,인하로91번길,202501~202601,신규,-,,,단독다가구
176,인천광역시 미추홀구 용현동,1**,8m미만,22.0,전세,202411,26,"6,000",0,2016.0,인하로105번길,202501~202701,신규,-,,,단독다가구
177,인천광역시 미추홀구 용현동,1**,8m미만,36.6,월세,202411,25,300,37,1993.0,재넘이길,202412~202512,신규,-,,,단독다가구
178,인천광역시 미추홀구 용현동,1**,12m미만,20.0,월세,202411,25,"3,000",20,1996.0,경인남길102번길,202502~202602,신규,-,,,단독다가구
179,인천광역시 미추홀구 용현동,1**,12m미만,23.0,월세,202411,25,300,48,1999.0,경인남길,202502~202602,신규,-,,,단독다가구
180,인천광역시 미추홀구 용현동,4**,8m미만,20.25,월세,202411,25,100,15,1985.0,독정이로17번길,202412~202612,신규,-,,,단독다가구
181,인천광역시 미추홀구 용현동,2**,8m미만,36.39,전세,202411,22,"5,500",0,,인주대로132번길,202412~202612,신규,-,,,단독다가구
182,인천광역시 미추홀구 용현동,1**,12m미만,24.0,월세,202411,21,300,55,2002.0,인하로47번길,-,-,-,,,단독다가구
183,인천광역시 미추홀구 용현동,6**,8m미만,26.0,월세,202411,20,200,40,2009.0,토금남로17번길,202411~202511,신규,-,,,단독다가구
184,인천광역시 미추홀구 용현동,1**,12m미만,20.0,월세,202411,20,"1,000",30,2001.0,인하로105번길,202501~202601,신규,-,,,단독다가구
185,인천광역시 미추홀구 용현동,1**,12m미만,20.0,전세,202411,20,"5,500",0,2001.0,인하로105번길,-,-,-,,,단독다가구
186,인천광역시 미추홀구 용현동,6**,8m미만,18.0,월세,202411,20,500,40,2021.0,낙섬중로67번길,202412~202512,신규,-,,,단독다가구
187,인천광역시 미추홀구 용현동,6**,25m미만,36.05,월세,202411,18,500,38,2004.0,토금북로38번길,202411~202511,신규,-,,,단독다가구
188,인천광역시 미추홀구 용현동,7*,8m미만,20.0,월세,202411,17,200,30,2002.0,경인남길102번길,202411~202512,신규,-,,,단독다가구
189,인천광역시 미추홀구 용현동,6**,8m미만,49.17,전세,202411,17,"5,000",0,2010.0,매소홀로,202411~202611,갱신,-,"5,000",0.0,단독다가구
190,인천광역시 미추홀구 용현동,6**,8m미만,24.58,전세,202411,17,"3,000",0,,매소홀로,202411~202611,신규,-,,,단독다가구
191,인천광역시 미추홀구 용현동,7*,8m미만,20.0,월세,202411,14,200,29,2001.0,인하로91번길,202502~202602,신규,-,,,단독다가구
192,인천광역시 미추홀구 용현동,1**,12m미만,23.0,월세,202411,13,300,53,2002.0,인하로47번길,202501~202601,신규,-,,,단독다가구
193,인천광역시 미추홀구 용현동,6**,8m미만,23.0,월세,202411,13,300,30,1997.0,낙섬중로59번길,202411~202504,신규,-,,,단독다가구
194,인천광역시 미추홀구 용현동,6**,8m미만,23.0,월세,202411,12,200,30,1980.0,용오로34번길,202411~202611,신규,-,,,단독다가구
195,인천광역시 미추홀구 용현동,8*,8m미만,25.0,월세,202411,7,300,45,2002.0,인하로120번길,202411~202611,신규,-,,,단독다가구
196,인천광역시 미추홀구 용현동,8*,8m미만,26.0,전세,202411,7,"6,000",0,2002.0,재넘이길,202412~202612,신규,-,,,단독다가구
197,인천광역시 미추홀구 용현동,4**,8m미만,36.08,월세,202411,2,500,25,1992.0,비룡길,202411~202511,신규,-,,,단독다가구
198,인천광역시 미추홀구 용현동,6**,8m미만,30.0,월세,202410,30,500,50,2014.0,낙섬중로,202410~202510,갱신,사용,500,50.0,단독다가구
199,인천광역시 미추홀구 용현동,6**,8m미만,23.0,월세,202410,29,300,30,2016.0,낙섬서로18번길,202410~202510,신규,-,,,단독다가구
200,인천광역시 미추홀구 용현동,5**,8m미만,58.5,전세,202410,26,"4,000",0,1992.0,인주대로104번길,202412~202612,신규,-,,,단독다가구
201,인천광역시 미추홀구 용현동,5**,25m미만,31.74,월세,202410,26,800,50,2017.0,능해길60번길,-,-,-,,,단독다가구
202,인천광역시 미추홀구 용현동,1**,12m미만,60.0,월세,202410,25,"1,000",60,,수봉남로18번길,202410~202610,신규,-,,,단독다가구
203,인천광역시 미추홀구 용현동,5**,8m미만,58.0,월세,202410,22,500,40,1992.0,낙섬중로91번길,202411~202611,신규,-,,,단독다가구
204,인천광역시 미추홀구 용현동,6**,8m미만,37.0,전세,202410,16,"4,000",0,1984.0,낙섬중로46번길,202410~202610,갱신,-,"4,000",0.0,단독다가구
205,인천광역시 미추홀구 용현동,1**,8m미만,20.0,월세,202410,16,200,31,2002.0,재넘이길,202410~202510,신규,-,,,단독다가구
206,인천광역시 미추홀구 용현동,1**,12m미만,34.38,월세,202410,16,500,29,1994.0,경인북길,202012~202412,신규,-,,,단독다가구
207,인천광역시 미추홀구 용현동,1*,8m미만,54.27,월세,202410,15,"1,000",40,,인하로91번길,202411~202611,신규,-,,,단독다가구
208,인천광역시 미추홀구 용현동,6**,25m미만,57.2,월세,202410,14,"1,000",50,2011.0,토금북로,202410~202610,신규,-,,,단독다가구
209,인천광역시 미추홀구 용현동,1**,8m미만,42.0,월세,202410,13,500,40,1970.0,인주대로251번길,202410~202610,신규,-,,,단독다가구
210,인천광역시 미추홀구 용현동,5**,8m미만,39.57,월세,202410,10,"1,000",45,1976.0,토금북로,202410~202610,신규,-,,,단독다가구
211,인천광역시 미추홀구 용현동,6**,8m미만,20.0,월세,202410,8,300,28,2001.0,용오로16번길,202410~202510,신규,-,,,단독다가구
212,인천광역시 미추홀구 용현동,6**,8m미만,21.0,월세,202410,5,300,37,2003.0,토금남로13번길,202410~202510,신규,-,,,단독다가구
213,인천광역시 미추홀구 용현동,4*,12m미만,49.0,월세,202410,1,500,45,1983.0,재넘이길,202410~202609,신규,-,,,단독다가구
214,인천광역시 미추홀구 용현동,2*,12m미만,32.2,월세,202409,28,200,27,2001.0,인하로163번길,202410~202610,신규,-,,,단독다가구
215,인천광역시 미추홀구 용현동,6**,12m미만,43.0,월세,202409,26,"1,000",40,1988.0,낙섬서로42번길,202409~202509,신규,-,,,단독다가구
216,인천광역시 미추홀구 용현동,6**,25m미만,41.0,월세,202409,26,500,40,2019.0,토금남로33번길,202410~202510,신규,-,,,단독다가구
217,인천광역시 미추홀구 용현동,6**,8m미만,25.0,전세,202409,24,"4,000",0,2013.0,낙섬서로18번길,202410~202610,신규,-,,,단독다가구
218,인천광역시 미추홀구 용현동,6**,8m미만,25.34,월세,202409,23,300,35,2018.0,낙섬서로10번길,202409~202509,신규,-,,,단독다가구
219,인천광역시 미추홀구 용현동,4*,12m미만,33.0,월세,202409,23,"3,000",30,,인하로134번길,202409~202508,신규,-,,,단독다가구
220,인천광역시 미추홀구 용현동,4**,8m미만,53.67,월세,202409,20,500,35,1985.0,인주대로153번길,202409~202609,신규,-,,,단독다가구
221,인천광역시 미추홀구 용현동,6**,8m미만,25.01,전세,202409,19,"5,000",0,2003.0,토금남로13번길,-,-,-,,,단독다가구
222,인천광역시 미추홀구 용현동,6**,8m미만,55.8,월세,202409,14,500,50,2016.0,낙섬서로18번길,202409~202609,신규,-,,,단독다가구
223,인천광역시 미추홀구 용현동,3*,12m미만,20.0,월세,202409,11,300,33,1997.0,인하로163번길,-,-,-,,,단독다가구
224,인천광역시 미추홀구 용현동,4**,12m미만,39.0,전세,202409,11,"2,000",0,1993.0,수봉남로17번길,202409~202609,신규,-,,,단독다가구
225,인천광역시 미추홀구 용현동,1**,8m미만,44.0,월세,202409,9,100,45,1971.0,수봉남로6번길,202409~202609,신규,-,,,단독다가구
226,인천광역시 미추홀구 용현동,4**,8m미만,21.2,월세,202409,5,200,27,1983.0,인주대로153번길,202409~202609,신규,-,,,단독다가구
227,인천광역시 미추홀구 용현동,*,12m미만,30.0,전세,202409,4,"2,000",0,1989.0,수봉로128번길,202410~202610,신규,-,,,단독다가구
228,인천광역시 미추홀구 용현동,8*,8m미만,38.17,월세,202409,1,300,55,,인하로134번길,202409~202508,갱신,-,300,55.0,단독다가구
229,인천광역시 미추홀구 용현동,2*,12m미만,25.0,월세,202408,30,500,40,2001.0,한나루로477번길,202409~202508,신규,-,,,단독다가구
230,인천광역시 미추홀구 용현동,6**,8m미만,58.0,월세,202408,29,"2,000",80,2017.0,토금중로51번길,202409~202609,신규,-,,,단독다가구
231,인천광역시 미추홀구 용현동,6**,8m미만,58.0,월세,202408,29,"2,000",80,2017.0,토금중로51번길,-,-,-,,,단독다가구
232,인천광역시 미추홀구 용현동,9*,8m미만,18.0,월세,202408,26,200,30,2016.0,인주대로238번길,-,-,-,,,단독다가구
233,인천광역시 미추홀구 용현동,2*,8m미만,51.69,월세,202408,26,500,47,2002.0,한나루로,202408~202608,신규,-,,,단독다가구
234,인천광역시 미추홀구 용현동,6*,25m미만,40.0,월세,202408,26,400,30,2003.0,한나루로489번길,202408~202512,신규,-,,,단독다가구
235,인천광역시 미추홀구 용현동,6**,12m미만,20.0,월세,202408,20,500,45,2002.0,토금북로18번길,202409~202609,신규,-,,,단독다가구
236,인천광역시 미추홀구 용현동,3*,12m미만,20.0,월세,202408,20,"3,000",20,1997.0,인하로163번길,202410~202610,신규,-,,,단독다가구
237,인천광역시 미추홀구 용현동,5**,25m미만,30.0,월세,202408,18,500,45,1989.0,용오로,-,-,-,,,단독다가구
238,인천광역시 미추홀구 용현동,1**,12m미만,22.0,전세,202408,18,"3,500",0,1999.0,경인남길,202409~202607,신규,-,,,단독다가구
239,인천광역시 미추홀구 용현동,1**,12m미만,18.0,월세,202408,18,200,29,1993.0,경인남길30번길,-,-,-,,,단독다가구
240,인천광역시 미추홀구 용현동,6**,8m미만,41.36,전세,202408,17,"7,000",0,2005.0,매소홀로,202408~202608,갱신,-,"7,000",0.0,단독다가구
241,인천광역시 미추홀구 용현동,6**,8m미만,20.0,월세,202408,17,500,42,2019.0,토금중로47번길,202408~202508,신규,-,,,단독다가구
242,인천광역시 미추홀구 용현동,6**,8m미만,39.62,전세,202408,16,"4,000",0,1997.0,낙섬서로10번길,202408~202608,신규,-,,,단독다가구
243,인천광역시 미추홀구 용현동,6**,8m미만,28.0,월세,202408,16,300,29,2016.0,매소홀로,202408~202608,갱신,-,300,29.0,단독다가구
244,인천광역시 미추홀구 용현동,6**,8m미만,46.91,월세,202408,14,"1,000",50,1980.0,토금북로28번길,202409~202609,신규,-,,,단독다가구
245,인천광역시 미추홀구 용현동,6**,8m미만,52.0,월세,202408,13,"1,000",60,2016.0,낙섬서로18번길,202408~202608,신규,-,,,단독다가구
246,인천광역시 미추홀구 용현동,7*,8m미만,20.0,전세,202408,12,"4,000",0,2001.0,인하로91번길,202408~202612,신규,-,,,단독다가구
247,인천광역시 미추홀구 용현동,6*,12m미만,33.0,월세,202408,10,500,58,2018.0,한나루로501번길,202408~202507,신규,-,,,단독다가구
248,인천광역시 미추홀구 용현동,6*,12m미만,33.0,월세,202408,10,500,58,2018.0,한나루로501번길,202408~202507,신규,-,,,단독다가구
249,인천광역시 미추홀구 용현동,2*,12m미만,59.74,전세,202408,10,"12,600",0,2022.0,한나루로477번길,202409~202609,갱신,사용,"12,000",0.0,단독다가구
250,인천광역시 미추홀구 용현동,6**,8m미만,54.16,월세,202408,8,"1,000",55,2014.0,낙섬서로18번길,202408~202608,신규,-,,,단독다가구
251,인천광역시 미추홀구 용현동,2**,8m미만,60.0,월세,202408,5,500,50,1980.0,비룡길78번길,202408~202608,신규,-,,,단독다가구
252,인천광역시 미추홀구 용현동,5**,12m미만,18.0,월세,202408,4,500,40,2021.0,낙섬중로91번길,202408~202509,신규,-,,,단독다가구
253,인천광역시 미추홀구 용현동,9*,12m미만,18.0,월세,202408,3,300,45,2017.0,한나루로477번길,-,-,-,,,단독다가구
254,인천광역시 미추홀구 용현동,1**,8m미만,26.0,월세,202408,3,300,45,1993.0,경인남길30번길,202408~202508,신규,-,,,단독다가구
255,인천광역시 미추홀구 용현동,4*,12m미만,33.0,월세,202407,31,300,48,2001.0,인하로134번길,202408~202508,신규,-,,,단독다가구
256,인천광역시 미추홀구 용현동,6**,12m미만,44.58,월세,202407,31,500,40,1991.0,낙섬중로59번길,202408~202608,신규,-,,,단독다가구
257,인천광역시 미추홀구 용현동,4*,12m미만,33.0,월세,202407,29,"3,000",30,2001.0,인하로134번길,202408~202508,신규,-,,,단독다가구
258,인천광역시 미추홀구 용현동,4*,12m미만,33.0,월세,202407,29,"3,000",30,2001.0,인하로134번길,202408~202508,신규,-,,,단독다가구
259,인천광역시 미추홀구 용현동,9*,12m미만,17.0,월세,202407,29,200,37,1993.0,경인남길102번길,202408~202507,신규,-,,,단독다가구
260,인천광역시 미추홀구 용현동,5**,8m미만,17.0,월세,202407,27,300,35,2018.0,능해길60번길,202407~202507,신규,-,,,단독다가구
261,인천광역시 미추홀구 용현동,4*,8m미만,18.0,전세,202407,23,"4,500",0,2017.0,한나루로463번길,-,-,-,,,단독다가구
262,인천광역시 미추홀구 용현동,1**,12m미만,15.0,월세,202407,21,"3,500",28,2002.0,인주대로224번길,202408~202608,신규,-,,,단독다가구
263,인천광역시 미추홀구 용현동,3*,25m이상,20.0,전세,202407,20,"4,000",0,1998.0,인하로,202408~202608,신규,-,,,단독다가구
264,인천광역시 미추홀구 용현동,1**,12m미만,55.91,월세,202407,17,500,90,2015.0,경인남길,202407~202607,신규,-,,,단독다가구
265,인천광역시 미추홀구 용현동,9*,8m미만,20.0,월세,202407,17,200,30,2001.0,인하로119번길,-,-,-,,,단독다가구
266,인천광역시 미추홀구 용현동,1**,12m미만,18.0,월세,202407,17,300,40,1996.0,경인남길,202407~202507,신규,-,,,단독다가구
267,인천광역시 미추홀구 용현동,6**,12m미만,50.0,월세,202407,15,"1,000",65,2013.0,낙섬중로59번길,202407~202607,신규,-,,,단독다가구
268,인천광역시 미추홀구 용현동,4*,12m미만,33.0,월세,202407,15,"3,000",30,,인하로134번길,202408~202508,신규,-,,,단독다가구
269,인천광역시 미추홀구 용현동,1**,8m미만,16.0,월세,202407,14,300,30,2016.0,경인남길118번길,-,-,-,,,단독다가구
270,인천광역시 미추홀구 용현동,8*,8m미만,42.1,월세,202407,13,300,50,1991.0,인하로134번길,202407~202507,신규,-,,,단독다가구
271,인천광역시 미추홀구 용현동,9*,12m미만,19.22,월세,202407,13,300,53,2002.0,인하로47번길,202408~202507,신규,-,,,단독다가구
272,인천광역시 미추홀구 용현동,2*,12m미만,33.06,월세,202407,13,450,49,2001.0,한나루로477번길,202408~202507,신규,-,,,단독다가구
273,인천광역시 미추홀구 용현동,1**,12m미만,23.1,월세,202407,11,300,53,2006.0,경인남길30번길,202408~202508,신규,-,,,단독다가구
274,인천광역시 미추홀구 용현동,8*,8m미만,26.0,월세,202407,10,300,50,2003.0,인하로120번길,202408~202508,신규,-,,,단독다가구
275,인천광역시 미추홀구 용현동,1**,12m미만,24.0,월세,202407,10,500,42,,경인남길,202407~202601,신규,-,,,단독다가구
276,인천광역시 미추홀구 용현동,9*,8m미만,20.0,월세,202407,9,300,45,2016.0,인하로91번길,202408~202508,신규,-,,,단독다가구
277,인천광역시 미추홀구 용현동,1**,12m미만,21.0,월세,202407,9,300,30,2001.0,경인남길102번길,202407~202507,신규,-,,,단독다가구
278,인천광역시 미추홀구 용현동,5**,8m미만,33.21,전세,202407,8,"5,000",0,1982.0,토금북로57번길,202408~202608,신규,-,,,단독다가구
279,인천광역시 미추홀구 용현동,1**,12m미만,16.0,전세,202407,6,"2,000",0,2001.0,인하로105번길,202407~202607,신규,-,,,단독다가구
280,인천광역시 미추홀구 용현동,6**,12m미만,49.0,전세,202407,5,"4,800",0,2018.0,낙섬중로59번길,202407~202607,신규,-,,,단독다가구
281,인천광역시 미추홀구 용현동,5**,8m미만,17.0,월세,202407,5,300,35,2018.0,능해길60번길,202407~202507,신규,-,,,단독다가구
282,인천광역시 미추홀구 용현동,6**,8m미만,55.0,전세,202407,5,"11,000",0,2017.0,토금중로51번길,202407~202607,갱신,사용,"11,000",0.0,단독다가구
283,인천광역시 미추홀구 용현동,4**,8m미만,25.19,월세,202407,2,200,25,1992.0,독배로402번길,202407~202607,신규,-,,,단독다가구
284,인천광역시 미추홀구 용현동,4**,8m미만,26.4,월세,202407,1,100,15,,인주대로120번길,202407~202607,신규,-,,,단독다가구
285,인천광역시 미추홀구 용현동,4**,12m미만,47.77,월세,202407,1,200,25,1996.0,비룡길42번길,202407~202607,신규,-,,,단독다가구
286,인천광역시 미추홀구 용현동,1**,8m미만,20.0,전세,202406,26,"4,000",0,2002.0,인주대로198번길,202408~202608,신규,-,,,단독다가구
287,인천광역시 미추홀구 용현동,1**,8m미만,60.0,월세,202406,24,200,30,,비룡길,202406~202606,신규,-,,,단독다가구
288,인천광역시 미추홀구 용현동,4**,8m미만,35.5,월세,202406,23,500,30,1991.0,인주대로120번길,202406~202606,신규,-,,,단독다가구
289,인천광역시 미추홀구 용현동,8*,25m이상,18.0,월세,202406,22,200,30,2011.0,인하로,-,-,-,,,단독다가구
290,인천광역시 미추홀구 용현동,6**,8m미만,38.94,월세,202406,22,500,72,2019.0,재넘이길,202408~202501,신규,-,,,단독다가구
291,인천광역시 미추홀구 용현동,6**,8m미만,38.94,월세,202406,22,500,72,2019.0,재넘이길,202407~202501,신규,-,,,단독다가구
292,인천광역시 미추홀구 용현동,1**,8m미만,20.0,월세,202406,22,300,30,2002.0,인하로67번길,-,-,-,,,단독다가구
293,인천광역시 미추홀구 용현동,4**,8m미만,40.0,월세,202406,20,100,20,,독정이로33번길,202406~202606,신규,-,,,단독다가구
294,인천광역시 미추홀구 용현동,1**,8m미만,20.0,월세,202406,17,500,48,2015.0,경인남길30번길,202406~202602,신규,-,,,단독다가구
295,인천광역시 미추홀구 용현동,4**,25m미만,27.88,월세,202406,17,"1,000",50,1982.0,독정이로,202406~202606,신규,-,,,단독다가구
296,인천광역시 미추홀구 용현동,1**,12m미만,16.52,월세,202406,15,"3,000",26,2011.0,경인남길30번길,-,-,-,,,단독다가구
297,인천광역시 미추홀구 용현동,1**,12m미만,15.0,월세,202406,15,200,30,1977.0,인하로105번길,202406~202506,신규,-,,,단독다가구
298,인천광역시 미추홀구 용현동,1**,8m미만,19.8,월세,202406,15,100,28,1998.0,경인북길,202406~202606,신규,-,,,단독다가구
299,인천광역시 미추홀구 용현동,9*,8m미만,16.0,월세,202406,14,300,43,2019.0,인하로91번길,202406~202506,신규,-,,,단독다가구
300,인천광역시 미추홀구 용현동,3*,8m미만,18.0,월세,202406,12,300,40,2020.0,한나루로463번길,202407~202506,신규,-,,,단독다가구
301,인천광역시 미추홀구 용현동,5*,8m미만,33.0,전세,202406,11,"1,500",0,1994.0,경인북길251번길,202406~202606,신규,-,,,단독다가구
302,인천광역시 미추홀구 용현동,6**,8m미만,32.2,월세,202406,10,500,48,2018.0,토금남로27번길,202406~202506,신규,-,,,단독다가구
303,인천광역시 미추홀구 용현동,6**,12m미만,20.0,월세,202406,10,300,31,2019.0,토금북로28번길,202406~202606,신규,-,,,단독다가구
304,인천광역시 미추홀구 용현동,5**,8m미만,17.0,월세,202406,10,300,40,2018.0,능해길60번길,202406~202506,신규,-,,,단독다가구
305,인천광역시 미추홀구 용현동,6**,8m미만,20.0,월세,202406,10,0,30,2002.0,토금남로17번길,202406~202506,신규,-,,,단독다가구
306,인천광역시 미추홀구 용현동,6**,8m미만,25.1,월세,202406,10,100,40,1987.0,토금남로4번길,202406~202410,신규,-,,,단독다가구
307,인천광역시 미추홀구 용현동,6**,12m미만,19.8,월세,202406,8,50,36,,토금북로28번길,202406~202412,신규,-,,,단독다가구
308,인천광역시 미추홀구 용현동,6**,25m미만,50.0,월세,202406,5,"1,000",60,2016.0,토금북로,202406~202606,신규,-,,,단독다가구
309,인천광역시 미추홀구 용현동,6**,25m미만,50.0,월세,202406,4,"1,000",60,2002.0,토금북로,202406~202506,신규,-,,,단독다가구
310,인천광역시 미추홀구 용현동,6**,8m미만,24.76,월세,202406,3,300,34,2010.0,낙섬서로10번길,202406~202506,신규,-,,,단독다가구
311,인천광역시 미추홀구 용현동,6**,8m미만,18.0,월세,202405,30,300,43,2015.0,낙섬서로18번길,202405~202505,신규,-,,,단독다가구
312,인천광역시 미추홀구 용현동,6**,8m미만,27.0,월세,202405,30,500,45,2003.0,토금남로13번길,202406~202606,신규,-,,,단독다가구
313,인천광역시 미추홀구 용현동,5**,8m미만,44.26,월세,202405,29,500,50,1978.0,아암대로45번길,202405~202605,신규,-,,,단독다가구
314,인천광역시 미추홀구 용현동,3*,8m미만,49.92,월세,202405,27,"1,000",35,1994.0,인하로,202407~202607,신규,-,,,단독다가구
315,인천광역시 미추홀구 용현동,1*,25m미만,35.0,월세,202405,25,"1,000",40,1994.0,한나루로489번길,202406~202506,신규,-,,,단독다가구
316,인천광역시 미추홀구 용현동,4**,8m미만,30.0,월세,202405,25,300,20,1990.0,인주대로137번길,202406~202605,신규,-,,,단독다가구
317,인천광역시 미추홀구 용현동,6**,8m미만,33.0,월세,202405,22,50,45,2002.0,토금북로11번길,202405~202512,신규,-,,,단독다가구
318,인천광역시 미추홀구 용현동,6**,25m미만,60.0,전세,202405,20,"7,000",0,1991.0,토금북로,202405~202605,신규,-,,,단독다가구
319,인천광역시 미추홀구 용현동,6*,8m미만,50.0,월세,202405,18,"1,000",45,1984.0,인하로91번길,202405~202505,신규,-,,,단독다가구
320,인천광역시 미추홀구 용현동,2*,8m미만,47.2,월세,202405,17,500,45,1997.0,인하로91번길,202405~202605,신규,-,,,단독다가구
321,인천광역시 미추홀구 용현동,1**,25m미만,40.67,월세,202405,17,200,25,,수봉남로,202406~202606,신규,-,,,단독다가구
322,인천광역시 미추홀구 용현동,6**,12m미만,23.0,월세,202405,14,300,40,2002.0,토금북로18번길,202405~202505,신규,-,,,단독다가구
323,인천광역시 미추홀구 용현동,6**,8m미만,50.0,전세,202405,11,"6,500",0,1991.0,토금북로57번길,202405~202605,갱신,-,"5,500",0.0,단독다가구
324,인천광역시 미추홀구 용현동,6**,25m미만,21.68,전세,202405,11,"9,500",0,,용정공원로83번길,202406~202606,신규,-,,,단독다가구
325,인천광역시 미추홀구 용현동,5**,8m미만,38.2,월세,202405,10,"2,000",29,2002.0,능해길46번길,202405~202605,신규,-,,,단독다가구
326,인천광역시 미추홀구 용현동,1**,12m미만,47.03,월세,202405,9,500,40,,인주대로171번길,202406~202606,신규,-,,,단독다가구
327,인천광역시 미추홀구 용현동,6**,8m미만,23.0,월세,202405,8,300,29,1997.0,낙섬서로10번길,202405~202505,신규,-,,,단독다가구
328,인천광역시 미추홀구 용현동,6**,8m미만,31.0,월세,202405,3,500,57,,토금남로13번길,202405~202505,신규,-,,,단독다가구
329,인천광역시 미추홀구 용현동,1**,8m미만,39.0,월세,202404,30,500,25,1970.0,인주대로251번길,202404~202604,신규,-,,,단독다가구
330,인천광역시 미추홀구 용현동,6**,8m미만,55.89,전세,202404,29,"10,000",0,,낙섬중로38번길,202406~202606,신규,-,,,단독다가구
331,인천광역시 미추홀구 용현동,6*,12m미만,20.0,월세,202404,24,300,45,2018.0,한나루로501번길,202405~202501,신규,-,,,단독다가구
332,인천광역시 미추홀구 용현동,5**,25m미만,50.0,월세,202404,23,"1,000",35,1991.0,낙섬동로,202405~202605,신규,-,,,단독다가구
333,인천광역시 미추홀구 용현동,6**,12m미만,59.0,월세,202404,22,100,25,1982.0,낙섬중로59번길,202405~202605,신규,-,,,단독다가구
