계약면적(㎡),보증금(만원),월세금(만원),건축년도,계약기간,도로조건_-,도로조건_12m미만,도로조건_25m미만,도로조건_25m이상,도로조건_8m미만
20.0,300,37,2002.0,12.0,0,1,0,0,0
30.0,200,37,2001.0,12.0,0,0,0,0,1
25.0,500,44,2003.0,11.0,0,0,0,0,1
33.0,300,52,1996.0,11.0,0,1,0,0,0
18.0,100,25,1987.0,6.0,0,1,0,0,0
28.49,1000,34,2002.0,11.0,0,0,1,0,0
55.0,500,60,1998.0,24.0,0,1,0,0,0
19.0,300,40,1993.0,12.0,0,0,0,0,1
13.0,100,26,1996.0,12.0,0,1,0,0,0
40.0,300,60,1991.0,12.0,0,1,0,0,0
19.0,300,45,2002.0,6.0,0,0,0,0,1
27.83,300,50,2016.0,6.0,0,0,0,0,1
18.0,300,55,2018.0,12.0,0,1,0,0,0
24.0,200,40,2002.0,12.0,0,0,0,0,1
17.0,3500,23,2018.0,24.0,0,0,0,0,1
31.6,200,45,2011.0,24.0,0,0,0,0,1
45.0,1000,40,1987.0,24.0,0,1,0,0,0
22.0,500,44,2002.0,18.0,0,1,0,0,0
47.88,500,60,2016.0,12.0,0,1,0,0,0
28.0,500,40,2018.0,12.0,0,0,0,0,1
17.0,300,43,2015.0,12.0,0,0,0,0,1
20.0,300,40,2014.0,12.0,0,0,0,0,1
16.5,300,40,2020.0,6.0,0,1,0,0,0
50.0,3000,45,2019.0,23.0,0,0,0,0,1
36.3,500,35,1994.0,24.0,0,0,0,0,1
50.0,1000,35,1995.0,24.0,0,0,0,0,1
20.0,300,45,2015.0,12.0,0,0,0,0,1
30.0,300,30,1992.0,12.0,0,0,0,1,0
19.0,150,34,1998.0,12.0,0,1,0,0,0
40.0,500,70,2019.0,11.0,0,0,0,0,1
15.0,300,37,2014.0,12.0,0,0,0,0,1
23.0,300,30,2002.0,24.0,0,0,1,0,0
17.0,200,26,2001.0,12.0,0,1,0,0,0
16.22,300,41,2012.0,12.0,0,1,0,0,0
20.0,200,40,2002.0,12.0,0,0,0,0,1
23.0,300,35,1992.0,12.0,0,0,1,0,0
26.44,100,40,2002.0,12.0,0,0,0,0,1
20.0,500,35,2018.0,12.0,0,1,0,0,0
18.0,200,35,1990.0,6.0,0,0,0,1,0
20.0,300,30,2002.0,12.0,0,0,0,0,1
18.0,300,47,2016.0,12.0,0,0,0,0,1
39.66,500,38,1969.0,24.0,0,0,0,0,1
20.0,200,30,1998.0,12.0,0,0,0,0,1
47.46,1000,50,2002.0,23.0,0,1,0,0,0
39.0,500,40,1994.0,24.0,0,0,0,0,1
36.5,300,25,1974.0,24.0,0,0,0,0,1
20.0,200,30,2001.0,12.0,0,0,0,0,1
28.07,300,39,2019.0,12.0,0,0,0,0,1
25.0,300,60,2020.0,11.0,0,1,0,0,0
40.0,1000,43,1997.0,24.0,0,0,0,0,1
16.0,300,42,2020.0,12.0,0,0,1,0,0
19.83,300,20,1985.0,24.0,0,0,1,0,0
24.0,300,40,2002.0,12.0,0,1,0,0,0
24.0,300,40,2001.0,12.0,0,1,0,0,0
26.0,300,40,2009.0,12.0,0,0,0,0,1
19.8,200,30,1998.0,24.0,0,0,0,0,1
25.0,500,54,2003.0,12.0,0,0,0,0,1
36.36,500,35,1985.0,24.0,0,0,0,0,1
20.0,300,38,2002.0,12.0,0,0,0,0,1
33.0,300,55,1996.0,12.0,0,1,0,0,0
20.0,400,40,2013.0,24.0,0,1,0,0,0
19.22,300,47,2002.0,11.0,0,1,0,0,0
33.0,500,65,1994.0,12.0,0,0,0,0,1
24.0,200,34,2003.0,12.0,0,0,0,0,1
51.69,500,45,2002.0,24.0,0,0,0,0,1
25.0,300,40,1997.0,12.0,0,0,0,1,0
20.0,1000,30,1996.0,12.0,0,1,0,0,0
23.1,3000,25,2001.0,12.0,0,1,0,0,0
29.75,2000,35,1998.0,12.0,0,0,0,0,1
30.0,300,35,2002.0,12.0,0,0,0,0,1
43.0,4800,33,2016.0,24.0,0,1,0,0,0
40.0,1000,55,2018.0,12.0,0,0,0,0,1
57.2,500,60,2011.0,24.0,0,0,1,0,0
45.12,200,35,1956.0,24.0,0,0,0,0,1
48.0,1000,60,2015.0,24.0,0,0,0,0,1
45.0,300,60,2003.0,12.0,0,0,0,0,1
17.1,300,45,1993.0,8.0,0,0,0,0,1
23.0,300,30,2002.0,12.0,0,0,1,0,0
26.0,200,40,2009.0,12.0,0,0,0,0,1
22.0,200,38,2008.0,12.0,0,1,0,0,0
18.0,3000,20,1993.0,12.0,0,0,0,0,1
20.0,500,37,1998.0,12.0,0,0,0,1,0
20.0,300,30,2016.0,12.0,0,0,0,0,1
27.96,300,36,2019.0,9.0,0,0,0,0,1
17.0,300,35,2018.0,12.0,0,0,0,0,1
51.0,500,45,1997.0,12.0,0,0,0,0,1
60.0,150,38,1996.0,12.0,0,0,0,0,1
20.0,300,50,2016.0,13.0,0,1,0,0,0
20.0,200,30,2002.0,23.0,0,0,0,0,1
48.0,500,30,1989.0,24.0,0,0,1,0,0
34.92,300,30,1993.0,11.0,0,1,0,0,0
18.0,500,40,2021.0,12.0,0,0,0,0,1
49.59,2000,50,2002.0,24.0,0,0,0,0,1
36.0,400,35,1987.0,24.0,0,0,0,0,1
26.0,500,48,2018.0,12.0,0,0,0,0,1
23.0,300,35,2002.0,12.0,0,1,0,0,0
31.0,300,30,2003.0,12.0,0,0,0,0,1
15.0,100,30,2012.0,12.0,0,1,0,0,0
27.84,500,45,2014.0,12.0,0,0,0,0,1
33.0,500,50,1998.0,23.0,0,1,0,0,0
50.0,1000,65,2002.0,12.0,0,0,0,0,1
41.58,300,50,2003.0,24.0,0,1,0,0,0
50.0,500,61,2016.0,12.0,0,0,1,0,0
20.0,300,33,2002.0,12.0,0,0,0,0,1
20.0,500,43,2019.0,12.0,0,0,0,0,1
30.08,200,20,1985.0,12.0,0,0,0,1,0
50.0,500,40,2002.0,12.0,0,0,0,0,1
20.0,300,40,1995.0,14.0,0,1,0,0,0
15.0,100,20,2001.0,12.0,0,1,0,0,0
59.9,1000,55,1978.0,24.0,0,0,0,0,1
42.0,300,35,2008.0,12.0,0,0,0,0,1
20.0,300,30,1997.0,24.0,0,1,0,0,0
18.0,500,40,2021.0,12.0,0,1,0,0,0
23.0,300,35,1998.0,12.0,0,0,0,1,0
42.31,500,40,1978.0,24.0,0,0,0,1,0
31.55,300,30,1993.0,24.0,0,1,0,0,0
23.14,300,35,2002.0,23.0,0,0,0,0,1
20.0,100,30,2002.0,12.0,0,0,0,0,1
45.0,500,45,2001.0,12.0,0,0,0,0,1
29.0,300,50,1997.0,12.0,0,0,0,0,1
23.14,300,30,2002.0,24.0,0,0,0,0,1
57.84,1000,40,1984.0,24.0,0,0,0,0,1
60.0,1000,55,1989.0,24.0,0,0,0,0,1
23.0,300,30,1997.0,12.0,0,0,0,0,1
28.05,300,35,2002.0,12.0,0,0,0,0,1
19.0,300,40,2016.0,12.0,0,0,0,0,1
24.0,300,30,2001.0,12.0,0,0,0,0,1
23.0,500,50,2002.0,10.0,0,1,0,0,0
23.0,300,30,2017.0,12.0,0,0,0,0,1
35.0,300,36,1994.0,24.0,0,1,0,0,0
51.57,1000,55,2016.0,24.0,0,1,0,0,0
39.33,500,35,2002.0,24.0,0,0,0,1,0
20.0,300,37,1997.0,12.0,0,1,0,0,0
50.0,1000,55,2017.0,12.0,0,1,0,0,0
19.87,300,30,2011.0,14.0,0,0,0,0,1
18.0,200,40,2017.0,9.0,0,0,0,0,1
20.25,0,30,1985.0,24.0,0,0,0,0,1
35.0,500,40,2016.0,12.0,0,0,0,0,1
28.0,300,35,2001.0,12.0,0,1,0,0,0
25.0,300,35,2001.0,12.0,0,0,0,0,1
55.92,500,60,2019.0,12.0,0,0,0,0,1
16.0,200,35,2014.0,9.0,0,1,0,0,0
30.0,300,23,1995.0,24.0,0,0,0,0,1
15.0,300,35,1997.0,22.0,0,1,0,0,0
59.53,500,45,2003.0,24.0,0,0,0,0,1
18.0,200,40,2018.0,11.0,0,0,0,0,1
15.0,300,38,1997.0,5.0,0,1,0,0,0
18.0,100,40,2018.0,11.0,0,1,0,0,0
21.67,500,45,1987.0,6.0,0,0,0,0,1
26.0,300,37,2002.0,12.0,0,0,0,0,1
30.0,300,45,2015.0,12.0,0,0,0,0,1
18.0,200,37,2014.0,12.0,0,1,0,0,0
18.0,100,40,2018.0,12.0,0,1,0,0,0
18.0,300,40,2015.0,12.0,0,0,0,0,1
25.0,300,42,1997.0,11.0,0,1,0,0,0
25.0,300,30,2002.0,24.0,0,0,1,0,0
46.0,400,65,1975.0,12.0,0,1,0,0,0
20.0,200,30,2019.0,12.0,0,0,0,0,1
33.0,1000,42,2017.0,24.0,0,0,0,0,1
18.18,200,30,2015.0,11.0,0,0,0,0,1
21.0,200,45,2002.0,11.0,0,1,0,0,0
18.0,300,44,2015.0,12.0,0,0,0,0,1
46.97,400,65,2002.0,11.0,0,1,0,0,0
18.0,50,40,2002.0,24.0,0,0,0,0,1
17.0,300,40,1995.0,12.0,0,1,0,0,0
17.0,300,38,2018.0,11.0,0,0,0,0,1
26.4,300,40,2016.0,24.0,0,0,0,0,1
20.0,200,39,2002.0,12.0,0,1,0,0,0
40.65,5000,20,1982.0,24.0,0,0,0,0,1
18.0,300,38,2015.0,12.0,0,0,0,0,1
16.5,300,43,1988.0,12.0,0,0,0,1,0
55.0,1000,60,2016.0,24.0,0,0,0,0,1
23.0,100,37,1997.0,12.0,0,0,0,0,1
41.0,1000,50,2002.0,12.0,0,0,1,0,0
18.6,200,35,1992.0,12.0,0,1,0,0,0
21.45,500,45,2002.0,12.0,0,1,0,0,0
18.6,200,35,1992.0,12.0,0,1,0,0,0
30.0,500,70,2019.0,12.0,0,0,0,0,1
33.0,500,45,2002.0,12.0,0,0,0,0,1
33.0,500,70,2019.0,17.0,0,0,0,0,1
20.0,300,38,2002.0,11.0,0,0,0,0,1
16.0,300,30,1994.0,12.0,0,0,0,1,0
16.5,300,40,2019.0,12.0,0,0,0,0,1
26.44,200,36,2002.0,12.0,0,1,0,0,0
22.0,300,45,2003.0,12.0,0,0,0,0,1
16.0,1000,35,2020.0,12.0,0,0,0,0,1
17.0,300,37,2018.0,11.0,0,0,0,0,1
17.22,300,40,1997.0,12.0,0,1,0,0,0
20.0,200,30,2010.0,11.0,0,1,0,0,0
18.0,300,50,2017.0,12.0,0,0,0,0,1
20.0,300,40,2002.0,12.0,0,0,0,0,1
24.0,200,30,2002.0,12.0,0,0,0,0,1
20.0,500,45,2020.0,11.0,0,0,0,0,1
20.0,200,30,2010.0,11.0,0,1,0,0,0
60.0,1000,60,2002.0,24.0,0,1,0,0,0
20.0,300,45,2014.0,12.0,0,0,0,0,1
30.0,300,45,2015.0,24.0,0,0,0,0,1
52.25,4000,47,2018.0,24.0,0,0,1,0,0
15.0,300,38,2016.0,12.0,0,0,0,0,1
28.45,297,7,1998.0,23.0,0,1,0,0,0
17.0,200,30,2012.0,12.0,0,1,0,0,0
15.0,200,26,1997.0,12.0,0,1,0,0,0
29.7,300,30,2003.0,11.0,0,0,0,0,1
57.66,500,55,2004.0,24.0,0,0,0,0,1
21.0,300,36,2017.0,12.0,0,0,0,0,1
20.0,300,40,1997.0,12.0,0,1,0,0,0
21.0,300,36,2017.0,6.0,0,0,0,0,1
15.0,300,53,2001.0,12.0,0,1,0,0,0
20.0,300,35,2001.0,12.0,0,1,0,0,0
25.0,500,53,2017.0,12.0,0,0,0,0,1
19.0,300,53,2018.0,12.0,0,1,0,0,0
21.45,300,40,1997.0,12.0,0,1,0,0,0
17.22,300,35,2014.0,12.0,0,0,0,0,1
18.0,200,35,2014.0,12.0,0,0,0,0,1
15.0,50,15,1984.0,12.0,0,0,0,0,1
22.01,3586,7,2022.0,23.0,0,0,0,0,1
22.13,300,45,2002.0,12.0,0,0,0,0,1
19.0,200,33,1996.0,23.0,0,1,0,0,0
24.0,300,38,2001.0,12.0,0,1,0,0,0
21.0,300,50,1997.0,12.0,0,1,0,0,0
44.92,500,28,2002.0,24.0,0,1,0,0,0
18.0,3000,20,2018.0,12.0,0,0,0,0,1
20.0,200,30,1997.0,6.0,0,0,0,0,1
23.0,200,43,2001.0,12.0,0,1,0,0,0
25.0,500,42,2002.0,24.0,0,1,0,0,0
23.1,300,48,2002.0,11.0,0,0,0,0,1
23.0,300,40,2002.0,12.0,0,0,0,0,1
25.0,200,40,1989.0,12.0,0,1,0,0,0
34.42,300,41,2018.0,12.0,0,1,0,0,0
38.04,500,30,1983.0,24.0,0,1,0,0,0
22.0,300,40,2008.0,11.0,0,1,0,0,0
30.0,500,45,2001.0,12.0,0,0,0,0,1
18.0,200,30,2002.0,6.0,0,0,0,0,1
20.0,300,45,2001.0,12.0,0,0,0,1,0
29.0,500,45,2017.0,12.0,0,0,0,0,1
20.0,6000,10,2002.0,12.0,0,0,0,0,1
33.0,3000,30,2001.0,11.0,0,1,0,0,0
30.0,500,33,2004.0,12.0,0,0,1,0,0
47.92,1000,52,2011.0,12.0,0,0,1,0,0
36.36,1000,60,1985.0,12.0,0,0,0,1,0
37.5,500,65,1994.0,24.0,0,1,0,0,0
24.3,300,55,2002.0,12.0,0,1,0,0,0
25.0,300,50,2003.0,12.0,0,0,0,0,1
27.0,100,25,2002.0,12.0,0,0,0,0,1
21.0,200,39,2002.0,12.0,0,1,0,0,0
23.0,300,45,2001.0,12.0,0,1,0,0,0
33.0,300,30,2001.0,11.0,0,1,0,0,0
25.0,300,40,1997.0,12.0,0,0,0,1,0
18.0,300,40,2017.0,12.0,0,0,0,1,0
20.0,3000,20,1996.0,12.0,0,1,0,0,0
18.0,300,45,2018.0,12.0,0,0,0,1,0
25.0,500,54,2003.0,12.0,0,0,0,0,1
32.03,0,45,1999.0,24.0,0,0,0,0,1
25.0,300,50,2002.0,12.0,0,0,0,0,1
25.0,300,45,2002.0,12.0,0,0,0,0,1
24.0,300,39,2002.0,12.0,0,0,0,0,1
36.6,300,37,1993.0,12.0,0,0,0,0,1
20.0,3000,20,1996.0,12.0,0,1,0,0,0
23.0,300,48,1999.0,12.0,0,1,0,0,0
20.25,100,15,1985.0,24.0,0,0,0,0,1
24.0,300,55,2002.0,12.0,0,1,0,0,0
26.0,200,40,2009.0,12.0,0,0,0,0,1
20.0,1000,30,2001.0,12.0,0,1,0,0,0
18.0,500,40,2021.0,12.0,0,0,0,0,1
36.05,500,38,2004.0,12.0,0,0,1,0,0
20.0,200,30,2002.0,13.0,0,0,0,0,1
20.0,200,29,2001.0,12.0,0,0,0,0,1
23.0,300,53,2002.0,12.0,0,1,0,0,0
23.0,300,30,1997.0,5.0,0,0,0,0,1
23.0,200,30,1980.0,24.0,0,0,0,0,1
25.0,300,45,2002.0,24.0,0,0,0,0,1
36.08,500,25,1992.0,12.0,0,0,0,0,1
30.0,500,50,2014.0,12.0,0,0,0,0,1
23.0,300,30,2016.0,12.0,0,0,0,0,1
31.74,800,50,2017.0,12.0,0,0,1,0,0
60.0,1000,60,2002.0,24.0,0,1,0,0,0
58.0,500,40,1992.0,24.0,0,0,0,0,1
20.0,200,31,2002.0,12.0,0,0,0,0,1
34.38,500,29,1994.0,48.0,0,1,0,0,0
54.27,1000,40,2002.0,24.0,0,0,0,0,1
57.2,1000,50,2011.0,24.0,0,0,1,0,0
42.0,500,40,1970.0,24.0,0,0,0,0,1
39.57,1000,45,1976.0,24.0,0,0,0,0,1
20.0,300,28,2001.0,12.0,0,0,0,0,1
21.0,300,37,2003.0,12.0,0,0,0,0,1
49.0,500,45,1983.0,23.0,0,1,0,0,0
32.2,200,27,2001.0,24.0,0,1,0,0,0
43.0,1000,40,1988.0,12.0,0,1,0,0,0
41.0,500,40,2019.0,12.0,0,0,1,0,0
25.34,300,35,2018.0,12.0,0,0,0,0,1
33.0,3000,30,2002.0,11.0,0,1,0,0,0
53.67,500,35,1985.0,24.0,0,0,0,0,1
55.8,500,50,2016.0,24.0,0,0,0,0,1
20.0,300,33,1997.0,12.0,0,1,0,0,0
44.0,100,45,1971.0,24.0,0,0,0,0,1
21.2,200,27,1983.0,24.0,0,0,0,0,1
38.17,300,55,2002.0,11.0,0,0,0,0,1
25.0,500,40,2001.0,11.0,0,1,0,0,0
58.0,2000,80,2017.0,24.0,0,0,0,0,1
58.0,2000,80,2017.0,12.0,0,0,0,0,1
18.0,200,30,2016.0,12.0,0,0,0,0,1
51.69,500,47,2002.0,24.0,0,0,0,0,1
40.0,400,30,2003.0,16.0,0,0,1,0,0
20.0,500,45,2002.0,24.0,0,1,0,0,0
20.0,3000,20,1997.0,24.0,0,1,0,0,0
30.0,500,45,1989.0,12.0,0,0,1,0,0
18.0,200,29,1993.0,12.0,0,1,0,0,0
20.0,500,42,2019.0,12.0,0,0,0,0,1
28.0,300,29,2016.0,24.0,0,0,0,0,1
46.91,1000,50,1980.0,24.0,0,0,0,0,1
52.0,1000,60,2016.0,24.0,0,0,0,0,1
33.0,500,58,2018.0,11.0,0,1,0,0,0
33.0,500,58,2018.0,11.0,0,1,0,0,0
54.16,1000,55,2014.0,24.0,0,0,0,0,1
60.0,500,50,1980.0,24.0,0,0,0,0,1
18.0,500,40,2021.0,13.0,0,1,0,0,0
18.0,300,45,2017.0,12.0,0,1,0,0,0
26.0,300,45,1993.0,12.0,0,0,0,0,1
33.0,300,48,2001.0,12.0,0,1,0,0,0
44.58,500,40,1991.0,24.0,0,1,0,0,0
33.0,3000,30,2001.0,12.0,0,1,0,0,0
33.0,3000,30,2001.0,12.0,0,1,0,0,0
17.0,200,37,1993.0,11.0,0,1,0,0,0
17.0,300,35,2018.0,12.0,0,0,0,0,1
15.0,3500,28,2002.0,24.0,0,1,0,0,0
55.91,500,90,2015.0,24.0,0,1,0,0,0
20.0,200,30,2001.0,12.0,0,0,0,0,1
18.0,300,40,1996.0,12.0,0,1,0,0,0
50.0,1000,65,2013.0,24.0,0,1,0,0,0
33.0,3000,30,2002.0,12.0,0,1,0,0,0
16.0,300,30,2016.0,12.0,0,0,0,0,1
42.1,300,50,1991.0,12.0,0,0,0,0,1
19.22,300,53,2002.0,11.0,0,1,0,0,0
33.06,450,49,2001.0,11.0,0,1,0,0,0
23.1,300,53,2006.0,12.0,0,1,0,0,0
26.0,300,50,2003.0,12.0,0,0,0,0,1
24.0,500,42,2002.0,18.0,0,1,0,0,0
20.0,300,45,2016.0,12.0,0,0,0,0,1
21.0,300,30,2001.0,12.0,0,1,0,0,0
17.0,300,35,2018.0,12.0,0,0,0,0,1
25.19,200,25,1992.0,24.0,0,0,0,0,1
26.4,100,15,2002.0,24.0,0,0,0,0,1
47.77,200,25,1996.0,24.0,0,1,0,0,0
60.0,200,30,2002.0,24.0,0,0,0,0,1
35.5,500,30,1991.0,24.0,0,0,0,0,1
18.0,200,30,2011.0,12.0,0,0,0,1,0
38.94,500,72,2019.0,5.0,0,0,0,0,1
38.94,500,72,2019.0,6.0,0,0,0,0,1
20.0,300,30,2002.0,12.0,0,0,0,0,1
40.0,100,20,2002.0,24.0,0,0,0,0,1
20.0,500,48,2015.0,20.0,0,0,0,0,1
27.88,1000,50,1982.0,24.0,0,0,1,0,0
16.52,3000,26,2011.0,12.0,0,1,0,0,0
15.0,200,30,1977.0,12.0,0,1,0,0,0
19.8,100,28,1998.0,24.0,0,0,0,0,1
16.0,300,43,2019.0,12.0,0,0,0,0,1
18.0,300,40,2020.0,11.0,0,0,0,0,1
32.2,500,48,2018.0,12.0,0,0,0,0,1
20.0,300,31,2019.0,24.0,0,1,0,0,0
17.0,300,40,2018.0,12.0,0,0,0,0,1
20.0,0,30,2002.0,12.0,0,0,0,0,1
25.1,100,40,1987.0,4.0,0,0,0,0,1
19.8,50,36,2002.0,6.0,0,1,0,0,0
50.0,1000,60,2016.0,24.0,0,0,1,0,0
50.0,1000,60,2002.0,12.0,0,0,1,0,0
24.76,300,34,2010.0,12.0,0,0,0,0,1
18.0,300,43,2015.0,12.0,0,0,0,0,1
27.0,500,45,2003.0,24.0,0,0,0,0,1
44.26,500,50,1978.0,24.0,0,0,0,0,1
49.92,1000,35,1994.0,24.0,0,0,0,0,1
35.0,1000,40,1994.0,12.0,0,0,1,0,0
30.0,300,20,1990.0,23.0,0,0,0,0,1
33.0,50,45,2002.0,19.0,0,0,0,0,1
50.0,1000,45,1984.0,12.0,0,0,0,0,1
47.2,500,45,1997.0,24.0,0,0,0,0,1
40.67,200,25,2002.0,24.0,0,0,1,0,0
23.0,300,40,2002.0,12.0,0,1,0,0,0
38.2,2000,29,2002.0,24.0,0,0,0,0,1
47.03,500,40,2002.0,24.0,0,1,0,0,0
23.0,300,29,1997.0,12.0,0,0,0,0,1
31.0,500,57,2002.0,12.0,0,0,0,0,1
39.0,500,25,1970.0,24.0,0,0,0,0,1
20.0,300,45,2018.0,8.0,0,1,0,0,0
50.0,1000,35,1991.0,24.0,0,0,1,0,0
59.0,100,25,1982.0,24.0,0,1,0,0,0
